2026-02-25T04:18:14Z | block=42601872 | kind=Triangular | hops=V3CL→V2→V3CL | token=WETH | idx=1115 | profit=0.001331207586104136 WETH | amount_in=0.507 | p1=0x3f02…014a | p2=0xb909…8b4a | p3=0x22ae…91d5
2026-02-25T04:24:13Z | block=42602044 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2749 | profit=0.949935 USDC | amount_in=1726.875 | p1=0xcdac…5c43 | p2=0x9785…3c1b | p3=0xa41b…fcd1
2026-02-25T04:24:13Z | block=42602044 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2750 | profit=0.878152 USDC | amount_in=1675.993 | p1=0xcdac…5c43 | p2=0x9785…3c1b | p3=0xd56d…5da1
2026-02-25T04:24:13Z | block=42602045 | kind=Cross-dex | hops=V3CL→V2 | token=WETH | idx=2593 | profit=0.002545525484766411 WETH | amount_in=3.646 | p1=0xb2cc…dc59 | p2=0xcdac…5c43 | p3=0xb2cc…dc59
2026-02-25T04:24:13Z | block=42602045 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5094 | profit=4.862265 USDC | amount_in=6966.013 | p1=0xcdac…5c43 | p2=0xb2cc…dc59 | p3=0xcdac…5c43
2026-02-25T04:24:13Z | block=42602046 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=932 | profit=0.00049973741236481 WETH | amount_in=0.905 | p1=0x9785…3c1b | p2=0xa41b…fcd1 | p3=0xcdac…5c43
2026-02-25T04:24:14Z | block=42602046 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2749 | profit=0.949972 USDC | amount_in=1726.875 | p1=0xcdac…5c43 | p2=0x9785…3c1b | p3=0xa41b…fcd1
2026-02-25T04:24:14Z | block=42602047 | kind=Cross-dex | hops=V3CL→V2 | token=WETH | idx=2602 | profit=0.002302412741592646 WETH | amount_in=2.67 | p1=0xdbc6…30f1 | p2=0xcdac…5c43 | p3=0xdbc6…30f1
2026-02-25T04:24:14Z | block=42602047 | kind=Cross-dex | hops=V3CL→V2 | token=WETH | idx=2593 | profit=0.002539286655784712 WETH | amount_in=3.637 | p1=0xb2cc…dc59 | p2=0xcdac…5c43 | p3=0xb2cc…dc59
2026-02-25T04:24:14Z | block=42602047 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1364 | profit=0.001987493353267037 WETH | amount_in=2.613 | p1=0x22ae…91d5 | p2=0x4e96…e778 | p3=0xcdac…5c43
2026-02-25T04:24:14Z | block=42602047 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1383 | profit=0.001728945551763929 WETH | amount_in=2.292 | p1=0x22ae…91d5 | p2=0x3e66…a9fb | p3=0xcdac…5c43
2026-02-25T04:24:14Z | block=42602047 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1424 | profit=0.00134989321463379 WETH | amount_in=2.184 | p1=0x22ae…91d5 | p2=0xfbb6…43ef | p3=0xcdac…5c43
2026-02-25T04:24:14Z | block=42602047 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1399 | profit=0.000905443315037262 WETH | amount_in=1.285 | p1=0x22ae…91d5 | p2=0xfcda…2278 | p3=0xcdac…5c43
2026-02-25T04:24:15Z | block=42602047 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5095 | profit=4.394566 USDC | amount_in=5098.195 | p1=0xcdac…5c43 | p2=0xdbc6…30f1 | p3=0xcdac…5c43
2026-02-25T04:24:15Z | block=42602047 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5099 | profit=1.928376 USDC | amount_in=1419.306 | p1=0xcdac…5c43 | p2=0xb4cb…00e5 | p3=0xcdac…5c43
2026-02-25T04:24:15Z | block=42602047 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5094 | profit=4.850005 USDC | amount_in=6949.337 | p1=0xcdac…5c43 | p2=0xb2cc…dc59 | p3=0xcdac…5c43
2026-02-25T04:24:16Z | block=42602047 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2771 | profit=3.772028 USDC | amount_in=5031.353 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0x4e96…e778
2026-02-25T04:24:16Z | block=42602047 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2772 | profit=3.302506 USDC | amount_in=4366.873 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0x3e66…a9fb
2026-02-25T04:24:16Z | block=42602047 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2773 | profit=1.721558 USDC | amount_in=2458.359 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0xfcda…2278
2026-02-25T04:24:16Z | block=42602047 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2775 | profit=2.989068 USDC | amount_in=4365.514 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0xfbb6…43ef
2026-02-25T04:24:16Z | block=42602048 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1364 | profit=0.00192286419053711 WETH | amount_in=2.577 | p1=0x22ae…91d5 | p2=0x4e96…e778 | p3=0xcdac…5c43
2026-02-25T04:24:16Z | block=42602048 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1383 | profit=0.001534240391428355 WETH | amount_in=2.191 | p1=0x22ae…91d5 | p2=0x3e66…a9fb | p3=0xcdac…5c43
2026-02-25T04:24:16Z | block=42602048 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1424 | profit=0.001560730041487991 WETH | amount_in=2.299 | p1=0x22ae…91d5 | p2=0xfbb6…43ef | p3=0xcdac…5c43
2026-02-25T04:24:16Z | block=42602048 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=980 | profit=0.001363943313930834 WETH | amount_in=2.804 | p1=0x70ac…bae1 | p2=0x4e96…e778 | p3=0xcdac…5c43
2026-02-25T04:24:17Z | block=42602048 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=999 | profit=0.000986938493466549 WETH | amount_in=2.272 | p1=0x70ac…bae1 | p2=0x3e66…a9fb | p3=0xcdac…5c43
2026-02-25T04:24:17Z | block=42602048 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1399 | profit=0.001033753004517897 WETH | amount_in=1.343 | p1=0x22ae…91d5 | p2=0xfcda…2278 | p3=0xcdac…5c43
2026-02-25T04:24:17Z | block=42602048 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1040 | profit=0.001012530500883755 WETH | amount_in=2.405 | p1=0x70ac…bae1 | p2=0xfbb6…43ef | p3=0xcdac…5c43
2026-02-25T04:24:17Z | block=42602048 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1015 | profit=0.000616704505928531 WETH | amount_in=1.259 | p1=0x70ac…bae1 | p2=0xfcda…2278 | p3=0xcdac…5c43
2026-02-25T04:24:17Z | block=42602048 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2773 | profit=1.963701 USDC | amount_in=2575.155 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0xfcda…2278
2026-02-25T04:24:17Z | block=42602048 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2775 | profit=2.989132 USDC | amount_in=4365.514 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0xfbb6…43ef
2026-02-25T04:24:17Z | block=42602048 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2771 | profit=3.688228 USDC | amount_in=4882.609 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0x4e96…e778
2026-02-25T04:24:18Z | block=42602048 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2772 | profit=2.932143 USDC | amount_in=4171.482 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0x3e66…a9fb
2026-02-25T04:24:18Z | block=42602048 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2754 | profit=1.182785 USDC | amount_in=2384.429 | p1=0xcdac…5c43 | p2=0x70ac…bae1 | p3=0xfcda…2278
2026-02-25T04:24:18Z | block=42602048 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2752 | profit=2.593618 USDC | amount_in=5372.837 | p1=0xcdac…5c43 | p2=0x70ac…bae1 | p3=0x4e96…e778
2026-02-25T04:24:18Z | block=42602048 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2756 | profit=1.928146 USDC | amount_in=4701.273 | p1=0xcdac…5c43 | p2=0x70ac…bae1 | p3=0xfbb6…43ef
2026-02-25T04:24:18Z | block=42602048 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2753 | profit=1.909849 USDC | amount_in=4373.534 | p1=0xcdac…5c43 | p2=0x70ac…bae1 | p3=0x3e66…a9fb
2026-02-25T04:24:18Z | block=42602049 | kind=Cross-dex | hops=V3CL→V2 | token=WETH | idx=2602 | profit=0.002752387194764618 WETH | amount_in=3.1 | p1=0xdbc6…30f1 | p2=0xcdac…5c43 | p3=0xdbc6…30f1
2026-02-25T04:24:18Z | block=42602049 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1364 | profit=0.001922864365895209 WETH | amount_in=2.577 | p1=0x22ae…91d5 | p2=0x4e96…e778 | p3=0xcdac…5c43
2026-02-25T04:24:18Z | block=42602049 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1383 | profit=0.001534240566786454 WETH | amount_in=2.191 | p1=0x22ae…91d5 | p2=0x3e66…a9fb | p3=0xcdac…5c43
2026-02-25T04:24:18Z | block=42602049 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1424 | profit=0.00156073021684609 WETH | amount_in=2.299 | p1=0x22ae…91d5 | p2=0xfbb6…43ef | p3=0xcdac…5c43
2026-02-25T04:24:18Z | block=42602049 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=980 | profit=0.001380881806548251 WETH | amount_in=2.844 | p1=0x70ac…bae1 | p2=0x4e96…e778 | p3=0xcdac…5c43
2026-02-25T04:24:18Z | block=42602049 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1399 | profit=0.001033753179875996 WETH | amount_in=1.343 | p1=0x22ae…91d5 | p2=0xfcda…2278 | p3=0xcdac…5c43
2026-02-25T04:24:19Z | block=42602049 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=999 | profit=0.000996620156538736 WETH | amount_in=2.301 | p1=0x70ac…bae1 | p2=0x3e66…a9fb | p3=0xcdac…5c43
2026-02-25T04:24:19Z | block=42602049 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1040 | profit=0.001014574364560189 WETH | amount_in=2.456 | p1=0x70ac…bae1 | p2=0xfbb6…43ef | p3=0xcdac…5c43
2026-02-25T04:24:19Z | block=42602049 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1984 | profit=0.000668303277243517 WETH | amount_in=1.928 | p1=0x7aea…abd1 | p2=0xfbb6…43ef | p3=0xcdac…5c43
2026-02-25T04:24:19Z | block=42602049 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1015 | profit=0.000623915045475613 WETH | amount_in=1.259 | p1=0x70ac…bae1 | p2=0xfcda…2278 | p3=0xcdac…5c43
2026-02-25T04:24:19Z | block=42602049 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5095 | profit=5.255406 USDC | amount_in=5921.16 | p1=0xcdac…5c43 | p2=0xdbc6…30f1 | p3=0xcdac…5c43
2026-02-25T04:24:19Z | block=42602049 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2773 | profit=1.963702 USDC | amount_in=2575.155 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0xfcda…2278
2026-02-25T04:24:19Z | block=42602049 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2775 | profit=2.989133 USDC | amount_in=4365.514 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0xfbb6…43ef
2026-02-25T04:24:20Z | block=42602049 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2771 | profit=3.688229 USDC | amount_in=4882.609 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0x4e96…e778
2026-02-25T04:24:20Z | block=42602049 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2772 | profit=2.932144 USDC | amount_in=4171.482 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0x3e66…a9fb
2026-02-25T04:24:20Z | block=42602049 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2754 | profit=1.404197 USDC | amount_in=2487.379 | p1=0xcdac…5c43 | p2=0x70ac…bae1 | p3=0xfcda…2278
2026-02-25T04:24:20Z | block=42602049 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2752 | profit=3.122603 USDC | amount_in=5770.583 | p1=0xcdac…5c43 | p2=0x70ac…bae1 | p3=0x4e96…e778
2026-02-25T04:24:20Z | block=42602049 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2796 | profit=1.264637 USDC | amount_in=3696.011 | p1=0xcdac…5c43 | p2=0x7aea…abd1 | p3=0xfbb6…43ef
2026-02-25T04:24:20Z | block=42602049 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2756 | profit=2.325283 USDC | amount_in=4864.924 | p1=0xcdac…5c43 | p2=0x70ac…bae1 | p3=0xfbb6…43ef
2026-02-25T04:24:20Z | block=42602049 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2753 | profit=2.247779 USDC | amount_in=4599.799 | p1=0xcdac…5c43 | p2=0x70ac…bae1 | p3=0x3e66…a9fb
2026-02-25T04:24:20Z | block=42602050 | kind=Cross-dex | hops=V3CL→V2 | token=WETH | idx=2602 | profit=0.00360470738154089 WETH | amount_in=3.45 | p1=0xdbc6…30f1 | p2=0xcdac…5c43 | p3=0xdbc6…30f1
2026-02-25T04:24:21Z | block=42602050 | kind=Cross-dex | hops=V3CL→V2 | token=WETH | idx=2647 | profit=0.00207124068243737 WETH | amount_in=3.055 | p1=0xd0b5…f224 | p2=0xcdac…5c43 | p3=0xd0b5…f224
2026-02-25T04:24:21Z | block=42602050 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=980 | profit=0.001631851007287957 WETH | amount_in=3.03 | p1=0x70ac…bae1 | p2=0x4e96…e778 | p3=0xcdac…5c43
2026-02-25T04:24:21Z | block=42602050 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=999 | profit=0.001180311120544633 WETH | amount_in=2.406 | p1=0x70ac…bae1 | p2=0x3e66…a9fb | p3=0xcdac…5c43
2026-02-25T04:24:21Z | block=42602050 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1040 | profit=0.001208585352215101 WETH | amount_in=2.569 | p1=0x70ac…bae1 | p2=0xfbb6…43ef | p3=0xcdac…5c43
2026-02-25T04:24:21Z | block=42602050 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1015 | profit=0.000732927983127846 WETH | amount_in=1.313 | p1=0x70ac…bae1 | p2=0xfcda…2278 | p3=0xcdac…5c43
2026-02-25T04:24:21Z | block=42602050 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=932 | profit=0.00070863210063374 WETH | amount_in=1.025 | p1=0x9785…3c1b | p2=0xa41b…fcd1 | p3=0xcdac…5c43
2026-02-25T04:24:21Z | block=42602050 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5099 | profit=2.560131 USDC | amount_in=1382.01 | p1=0xcdac…5c43 | p2=0xb4cb…00e5 | p3=0xcdac…5c43
2026-02-25T04:24:22Z | block=42602050 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5095 | profit=6.885093 USDC | amount_in=6591.48 | p1=0xcdac…5c43 | p2=0xdbc6…30f1 | p3=0xcdac…5c43
2026-02-25T04:24:22Z | block=42602050 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2749 | profit=1.349528 USDC | amount_in=1954.159 | p1=0xcdac…5c43 | p2=0x9785…3c1b | p3=0xa41b…fcd1
2026-02-25T04:24:22Z | block=42602050 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5100 | profit=3.954706 USDC | amount_in=5833.673 | p1=0xcdac…5c43 | p2=0xd0b5…f224 | p3=0xcdac…5c43
2026-02-25T04:24:22Z | block=42602050 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2754 | profit=1.451632 USDC | amount_in=2563.631 | p1=0xcdac…5c43 | p2=0x70ac…bae1 | p3=0xfcda…2278
2026-02-25T04:24:22Z | block=42602050 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2752 | profit=3.269123 USDC | amount_in=5870.286 | p1=0xcdac…5c43 | p2=0x70ac…bae1 | p3=0x4e96…e778
2026-02-25T04:24:22Z | block=42602050 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2756 | profit=2.444108 USDC | amount_in=4960.102 | p1=0xcdac…5c43 | p2=0x70ac…bae1 | p3=0xfbb6…43ef
2026-02-25T04:24:22Z | block=42602050 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2753 | profit=2.372012 USDC | amount_in=4662.753 | p1=0xcdac…5c43 | p2=0x70ac…bae1 | p3=0x3e66…a9fb
2026-02-25T04:24:23Z | block=42602052 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1364 | profit=0.002223220701004043 WETH | amount_in=2.726 | p1=0x22ae…91d5 | p2=0x4e96…e778 | p3=0xcdac…5c43
2026-02-25T04:24:23Z | block=42602052 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1383 | profit=0.001755695278431932 WETH | amount_in=2.305 | p1=0x22ae…91d5 | p2=0x3e66…a9fb | p3=0xcdac…5c43
2026-02-25T04:24:23Z | block=42602052 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1424 | profit=0.001799612440514986 WETH | amount_in=2.405 | p1=0x22ae…91d5 | p2=0xfbb6…43ef | p3=0xcdac…5c43
2026-02-25T04:24:23Z | block=42602052 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1399 | profit=0.001167171772182926 WETH | amount_in=1.419 | p1=0x22ae…91d5 | p2=0xfcda…2278 | p3=0xcdac…5c43
2026-02-25T04:24:23Z | block=42602052 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2773 | profit=2.228288 USDC | amount_in=2700.257 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0xfcda…2278
2026-02-25T04:24:23Z | block=42602052 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2771 | profit=4.229897 USDC | amount_in=5232.195 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0x4e96…e778
2026-02-25T04:24:24Z | block=42602052 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2775 | profit=3.424795 USDC | amount_in=4609.449 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0xfbb6…43ef
2026-02-25T04:24:24Z | block=42602052 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2772 | profit=3.355431 USDC | amount_in=4388.854 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0x3e66…a9fb
2026-02-25T04:24:24Z | block=42602053 | kind=Cross-dex | hops=V3CL→V2 | token=WETH | idx=2602 | profit=0.003897654522915662 WETH | amount_in=3.528 | p1=0xdbc6…30f1 | p2=0xcdac…5c43 | p3=0xdbc6…30f1
2026-02-25T04:24:24Z | block=42602053 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1364 | profit=0.002223217544558256 WETH | amount_in=2.726 | p1=0x22ae…91d5 | p2=0x4e96…e778 | p3=0xcdac…5c43
2026-02-25T04:24:24Z | block=42602053 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1383 | profit=0.001755692121986145 WETH | amount_in=2.305 | p1=0x22ae…91d5 | p2=0x3e66…a9fb | p3=0xcdac…5c43
2026-02-25T04:24:24Z | block=42602053 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1424 | profit=0.001799609284069199 WETH | amount_in=2.405 | p1=0x22ae…91d5 | p2=0xfbb6…43ef | p3=0xcdac…5c43
2026-02-25T04:24:24Z | block=42602053 | kind=Cross-dex | hops=V3CL→V2 | token=WETH | idx=2647 | profit=0.002071241559227867 WETH | amount_in=3.055 | p1=0xd0b5…f224 | p2=0xcdac…5c43 | p3=0xd0b5…f224
2026-02-25T04:24:24Z | block=42602053 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=980 | profit=0.0017089579514726 WETH | amount_in=3.081 | p1=0x70ac…bae1 | p2=0x4e96…e778 | p3=0xcdac…5c43
2026-02-25T04:24:24Z | block=42602053 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1399 | profit=0.001167168615737139 WETH | amount_in=1.419 | p1=0x22ae…91d5 | p2=0xfcda…2278 | p3=0xcdac…5c43
2026-02-25T04:24:24Z | block=42602053 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=999 | profit=0.001240839019097865 WETH | amount_in=2.448 | p1=0x70ac…bae1 | p2=0x3e66…a9fb | p3=0xcdac…5c43
2026-02-25T04:24:25Z | block=42602053 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1040 | profit=0.00128169062041849 WETH | amount_in=2.597 | p1=0x70ac…bae1 | p2=0xfbb6…43ef | p3=0xcdac…5c43
2026-02-25T04:24:25Z | block=42602053 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1924 | profit=0.000942996214324189 WETH | amount_in=2.265 | p1=0x7aea…abd1 | p2=0x4e96…e778 | p3=0xcdac…5c43
2026-02-25T04:24:25Z | block=42602053 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1015 | profit=0.000761164833320449 WETH | amount_in=1.346 | p1=0x70ac…bae1 | p2=0xfcda…2278 | p3=0xcdac…5c43
2026-02-25T04:24:25Z | block=42602053 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1943 | profit=0.000662743528958396 WETH | amount_in=1.85 | p1=0x7aea…abd1 | p2=0x3e66…a9fb | p3=0xcdac…5c43
2026-02-25T04:24:25Z | block=42602053 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5095 | profit=7.445486 USDC | amount_in=6740.366 | p1=0xcdac…5c43 | p2=0xdbc6…30f1 | p3=0xcdac…5c43
2026-02-25T04:24:26Z | block=42602053 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5099 | profit=2.654515 USDC | amount_in=1426.213 | p1=0xcdac…5c43 | p2=0xb4cb…00e5 | p3=0xcdac…5c43
2026-02-25T04:24:26Z | block=42602053 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5100 | profit=3.954711 USDC | amount_in=5833.673 | p1=0xcdac…5c43 | p2=0xd0b5…f224 | p3=0xcdac…5c43
2026-02-25T04:24:26Z | block=42602053 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2773 | profit=2.22827 USDC | amount_in=2700.257 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0xfcda…2278
2026-02-25T04:24:26Z | block=42602053 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2771 | profit=4.3184 USDC | amount_in=5285.721 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0x4e96…e778
2026-02-25T04:24:26Z | block=42602053 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2775 | profit=3.424777 USDC | amount_in=4609.449 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0xfbb6…43ef
2026-02-25T04:24:26Z | block=42602053 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2772 | profit=3.355413 USDC | amount_in=4388.854 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0x3e66…a9fb
2026-02-25T04:24:27Z | block=42602053 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2754 | profit=1.451696 USDC | amount_in=2563.646 | p1=0xcdac…5c43 | p2=0x70ac…bae1 | p3=0xfcda…2278
2026-02-25T04:24:27Z | block=42602053 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2752 | profit=3.338079 USDC | amount_in=6025.626 | p1=0xcdac…5c43 | p2=0x70ac…bae1 | p3=0x4e96…e778
2026-02-25T04:24:27Z | block=42602053 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2792 | profit=1.82808 USDC | amount_in=4424.193 | p1=0xcdac…5c43 | p2=0x7aea…abd1 | p3=0x4e96…e778
2026-02-25T04:24:27Z | block=42602053 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2756 | profit=2.452301 USDC | amount_in=4942.935 | p1=0xcdac…5c43 | p2=0x70ac…bae1 | p3=0xfbb6…43ef
2026-02-25T04:24:27Z | block=42602053 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2753 | profit=2.373627 USDC | amount_in=4659.759 | p1=0xcdac…5c43 | p2=0x70ac…bae1 | p3=0x3e66…a9fb
2026-02-25T04:24:27Z | block=42602053 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2793 | profit=1.267929 USDC | amount_in=3519.866 | p1=0xcdac…5c43 | p2=0x7aea…abd1 | p3=0x3e66…a9fb
2026-02-25T04:24:27Z | block=42602054 | kind=Cross-dex | hops=V3CL→V2 | token=WETH | idx=2602 | profit=0.003958707594683191 WETH | amount_in=3.583 | p1=0xdbc6…30f1 | p2=0xcdac…5c43 | p3=0xdbc6…30f1
2026-02-25T04:24:27Z | block=42602054 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=980 | profit=0.001751036780061892 WETH | amount_in=3.15 | p1=0x70ac…bae1 | p2=0x4e96…e778 | p3=0xcdac…5c43
2026-02-25T04:24:27Z | block=42602054 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=999 | profit=0.001242251337772991 WETH | amount_in=2.445 | p1=0x70ac…bae1 | p2=0x3e66…a9fb | p3=0xcdac…5c43
2026-02-25T04:24:28Z | block=42602054 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1040 | profit=0.001277190184594052 WETH | amount_in=2.606 | p1=0x70ac…bae1 | p2=0xfbb6…43ef | p3=0xcdac…5c43
2026-02-25T04:24:28Z | block=42602054 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1015 | profit=0.000765140702807564 WETH | amount_in=1.338 | p1=0x70ac…bae1 | p2=0xfcda…2278 | p3=0xcdac…5c43
2026-02-25T04:24:28Z | block=42602054 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5095 | profit=7.562076 USDC | amount_in=6846.437 | p1=0xcdac…5c43 | p2=0xdbc6…30f1 | p3=0xcdac…5c43
2026-02-25T04:24:28Z | block=42602054 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5099 | profit=2.661262 USDC | amount_in=1429.362 | p1=0xcdac…5c43 | p2=0xb4cb…00e5 | p3=0xcdac…5c43
2026-02-25T04:24:28Z | block=42602054 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2754 | profit=1.451827 USDC | amount_in=2585.264 | p1=0xcdac…5c43 | p2=0x70ac…bae1 | p3=0xfcda…2278
